id,balance,limit
53-843-7986,14488.16,50000
22-890-9066,22239.48,50000
52-327-4010,19509.09,50000
35-200-0078,18296.18,50000
21-275-9877,37665.95,50000
62-395-2374,32654,50000
43-121-4742,23035.1,50000
53-461-3356,5854.13,50000
39-500-5454,47537.65,50000
66-718-3980,16080.06,50000
81-763-1043,15587.54,50000
13-698-8895,47568.22,50000
50-990-3522,3800.29,50000
53-133-9297,11070.53,50000
51-308-6655,35569.83,50000
30-083-1180,22549.15,50000
51-145-7387,4268.25,50000
31-651-5799,31570.81,50000
84-183-6200,39683.85,50000
28-016-2599,14071.94,50000
47-379-7949,46047.23,50000
33-528-4076,39204.16,50000
49-291-4577,49565.89,50000
22-514-7950,2357.05,50000
95-195-5046,31261.04,50000
33-226-3051,15539.29,50000
11-829-3979,16268.35,50000
57-273-9567,49800.19,50000
07-833-2504,24596.7,50000
58-449-1720,10722.33,50000
49-167-7026,48411.68,50000
16-046-5242,19303.03,50000
43-827-8978,673.71,50000
71-080-6295,40751.78,50000
27-704-4495,12804.64,50000
12-320-5862,22753.23,50000
23-155-3763,5134.81,50000
18-857-6200,17932.82,50000
57-515-6808,18893.31,50000
22-463-6927,45242.08,50000
28-804-0092,18458.89,50000
93-966-4329,6436.76,50000
95-808-2907,29622.68,50000
42-657-6366,12979.92,50000
79-562-5727,1158.33,50000
33-782-8580,15378.8,50000
61-894-8635,47028.9,50000
11-581-0172,27104.62,50000
35-450-7704,9446.51,50000
84-871-4646,40350.95,50000
58-666-7837,33044.69,50000
11-205-5338,35863.99,50000
92-484-1085,41302.2,50000
74-945-7159,13674.14,50000
39-902-0144,6175.11,50000
51-627-4774,15734.68,50000
17-853-5472,25036.21,50000
81-267-9165,16198.26,50000
51-473-6712,14777.85,50000
05-127-3368,20845.31,50000
19-007-8542,29285.97,50000
73-088-7583,38446.68,50000
02-074-0538,28855.35,50000
01-338-3732,21188.71,50000
48-724-1317,5293.96,50000
56-727-9895,48249.84,50000
15-902-0339,8974.62,50000
89-535-7216,31503.21,50000
24-274-7863,8027.94,50000
10-535-3122,19781.41,50000
51-327-8497,35006.26,50000
04-444-8115,26987.71,50000
14-909-9491,31037.68,50000
34-122-4841,9079.69,50000
87-197-7427,20479.99,50000
30-508-0681,11658.57,50000
01-679-0770,47721.34,50000
96-012-6213,36921.71,50000
47-505-6417,24772.62,50000
46-363-7241,29485.78,50000
45-705-0901,44385.26,50000
36-446-3471,47644.98,50000
15-751-7078,28050.89,50000
32-617-5115,34739.41,50000
37-758-6320,45678.35,50000
35-040-7815,4139.42,50000
67-069-0190,36216.84,50000
67-333-2355,44976.39,50000
48-087-9533,14787.75,50000
08-074-6269,35810.57,50000
60-428-9472,20648.24,50000
08-883-2834,48975.4,50000
17-105-7686,25764.98,50000
32-067-2147,32082.15,50000
57-857-3969,28840.38,50000
62-523-8018,25659.53,50000
32-622-3143,41058.84,50000
87-397-6080,8869.75,50000
34-335-8890,23423.66,50000
54-013-1175,43622.39,50000
81-717-2801,29976.1,50000
14-201-9713,24640.33,50000
53-531-1673,39069.6,50000
25-098-8821,45666.14,50000
09-962-0647,8425.97,50000
95-169-3263,18801.51,50000
04-956-8705,34768.78,50000
26-039-0702,25924.55,50000
22-122-4748,24539.2,50000
23-348-8832,13152.59,50000
48-128-1476,18886.42,50000
77-572-9212,24884.08,50000
04-589-8506,28683.44,50000
10-218-5350,12770.43,50000
91-314-8115,2605.22,50000
57-281-2815,8936.86,50000
18-037-2063,42084.09,50000
98-709-0513,45073.07,50000
20-548-5328,40349.08,50000
49-086-2302,1828.51,50000
30-627-3210,38776.23,50000
94-739-6397,27281.12,50000
87-087-0681,30007.95,50000
44-194-4170,32537.2,50000
90-319-5101,27702.13,50000
12-033-8970,48217.44,50000
51-470-7015,47406.55,50000
57-909-6865,46076.71,50000
01-132-2868,43026.85,50000
80-851-8077,21385.74,50000
15-586-5508,24908.9,50000
